id,clientip,datetime_confirmed,method_GET,request,status_code,size,referer,user_agent,referer_present
0,54.36.149.41,2019-01-22T03:56:14.000+05:30,GET,/filter/271320D985DAAFD8A7D9BEDB8CDAA9D8B3D98427DAA9D985D8AAD8B120D8A7D8B220520D985DAAFD8A7D9BEDB8CDAA9D8B3D984p53 HTTP/11,200,29.86,"","\"Mozilla/5.0 (compatible; AhrefsBot/6.1;",N
1,31.56.96.51,2019-01-22T03:56:16.000+05:30,GET,/image/60844/productModel/200x200 HTTP/11,200,5.53,"\"https://www.zanbil.ir/m/filter/b113\"","\"Mozilla/5.0 (Linux; Android 6.0",Y
2,31.56.96.51,2019-01-22T03:56:16.000+05:30,GET,/image/61474/productModel/200x200 HTTP/11,200,5.25,"\"https://www.zanbil.ir/m/filter/b113\"","\"Mozilla/5.0 (Linux; Android 6.0",Y
3,40.77.167.129,2019-01-22T03:56:17.000+05:30,GET,/image/14925/productModel/100x100 HTTP/11,200,1.66,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
4,91.99.72.15,2019-01-22T03:56:17.000+05:30,GET,/product/31893/62100/D8B3D8B4D988D8A7D8B1D8AED8A7D986DAAFDB8CD9BED8B1D986D8B3D984DB8CD985D8AFD984PR257AT HTTP/11,200,40.51,"","\"Mozilla/5.0 (Windows NT 6.2",N
5,40.77.167.129,2019-01-22T03:56:17.000+05:30,GET,/image/23488/productModel/150x150 HTTP/11,200,2.59,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
6,40.77.167.129,2019-01-22T03:56:18.000+05:30,GET,/image/45437/productModel/150x150 HTTP/11,200,3.6,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
7,40.77.167.129,2019-01-22T03:56:18.000+05:30,GET,/image/576/article/100x100 HTTP/11,200,14.43,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
8,66.249.66.194,2019-01-22T03:56:18.000+05:30,POST,/filter/b41b665c1507CD8A8D8AED8A7D8B1D9BED8B2p56 HTTP/11,200,33.47,"","\"Mozilla/5.0 (compatible; Googlebot/2.1;",N
9,40.77.167.130,2019-01-22T04:56:18.000+05:30,GET,/image/57710/productModel/100x100 HTTP/11,200,1.66,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
10,207.46.13.136,2019-01-22T03:56:18.000+05:30,GET,/product/10214 HTTP/11,200,38.75,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
11,40.77.167.129,2019-01-22T03:56:19.000+05:30,GET,/image/578/article/100x100 HTTP/11,200,9.6,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
12,178.253.33.51,2019-01-22T03:56:19.000+05:30,GET,/m/product/32574/62991/D985D8A7D8B4DB8CD986D8A7D8B5D984D8A7D8ADD8B5D988D8B1D8AAD9BED8B1D986D8B3D984DB8CD985D8AFD984PR465AT HTTP/11,200,19.93,"\"https://www.zanbil.ir/m/filter/p5767%2Ct156?name=%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD&productType=electric-shavers\"","\"Mozilla/5.0 (Linux; Android 5.1",Y
13,40.77.167.129,2019-01-22T03:56:19.000+05:30,GET,/image/6229/productModel/100x100 HTTP/11,200,1.75,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
14,91.99.72.15,2019-01-22T03:56:19.000+05:30,GET,/product/10075/13903/D985D8A7DB8CDAA9D8B1D988D981D8B1D8B1D988D985DB8CD8B2DB8CD8B3D8A7D985D8B3D988D986DAAFD985D8AFD984CE288 HTTP/11,200,40.75,"","\"Mozilla/5.0 (X11; Linux",N
15,40.77.167.129,2019-01-22T03:56:19.000+05:30,GET,/image/6229/productModel/150x150 HTTP/11,200,2.67,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
16,207.46.13.136,2019-01-22T03:56:19.000+05:30,GET,/product/14926 HTTP/11,404,32.83,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
17,40.77.167.129,2019-01-22T03:56:19.000+05:30,POST,/image/6248/productModel/150x150 HTTP/11,200,2.72,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
18,40.77.167.129,2019-01-22T03:56:20.000+05:30,GET,/image/64815/productModel/150x150 HTTP/11,200,3.4,"","\"Mozilla/5.0 (compatible; bingbot/2.0;",N
19,66.249.66.195,2019-01-22T04:56:20.000+05:30,GET,/m/filter/b2p6 HTTP/11,200,19.0,"","\"Mozilla/5.0 (Linux; Android 6.0.1",N
20,91.99.72.15,2019-01-22T03:56:20.000+05:30,GET,/product/32798/63266/DB8CD8AEDA86D8A7D984D981D8B1DB8CD8B2D8B1D8B3DB8CD986D8ACD8B1D985D8AFD984pearlSR7 HTTP/11,200,39.31,"","\"Mozilla/5.0 (X11; Linux",N
21,178.253.33.51,2019-01-22T03:56:20.000+05:30,GET,/settings/logo HTTP/11,200,4.02,"\"https://www.zanbil.ir/m/product/32574/62991/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D8%B5%D9%88%D8%B1%D8%AA-%D9%BE%D8%B1%D9%86%D8%B3%D9%84%DB%8C-%D9%85%D8%AF%D9%84-PR465AT\"","\"Mozilla/5.0 (Linux; Android 5.1",Y
22,66.249.66.91,2019-01-22T03:56:20.000+05:30,GET,/filter/b8742Cb322Cb632Cb992Cb1262Cb8202Cb2492Cb32Cb1482Cb7242Cb6132Cb1832Cb2132Cb4842Cb2242Cb7342Cb202Cb952Cb5422Cb2122Cb4852Cb5232Cb2212Cb1182Cb1862Cb67page4 HTTP/11,200,38.73,"","\"Mozilla/5.0 (compatible; Googlebot/2.1;",N
23,31.56.96.51,2019-01-22T03:56:20.000+05:30,GET,/image/60819/productModel/200x200 HTTP/11,200,7.0,"\"https://www.zanbil.ir/m/filter/b113\"","\"Mozilla/5.0 (Linux; Android 6.0",Y
24,31.56.96.51,2019-01-22T03:56:20.000+05:30,GET,/image/60847/productModel/200x200 HTTP/11,200,5.53,"\"https://www.zanbil.ir/m/filter/b113\"","\"Mozilla/5.0 (Linux; Android 6.0",Y
25,178.253.33.51,2019-01-22T03:56:21.000+05:30,GET,/image/32574namepr465atjpgwhmax HTTP/11,200,28.15,"\"https://www.zanbil.ir/m/product/32574/62991/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D8%B5%D9%88%D8%B1%D8%AA-%D9%BE%D8%B1%D9%86%D8%B3%D9%84%DB%8C-%D9%85%D8%AF%D9%84-PR465AT\"","\"Mozilla/5.0 (Linux; Android 5.1",Y
